,irr_word,irr_freq,irr_doc_freq
13545,mural,2,2
13546,garnering,2,2
13547,exemplifying,2,2
13548,encroachment,2,2
13549,policymaking,2,2
13550,cashier,2,2
13551,ratified,2,2
13552,dispensed,2,2
13553,skins,2,2
13554,dyes,2,2
13555,lucile,2,2
13556,neutralized,2,2
13557,canceled,2,2
13558,conscientious,2,2
13559,wallboard,2,2
13560,athens,2,2
13561,condensers,2,2
13562,misinformation,2,2
13563,mammal,2,2
13564,hyundai,2,2
13565,ratification,2,2
13566,globalization,2,2
13567,hierarchical,2,2
13568,framed,2,2
13569,dots,2,2
13570,persistently,2,2
13571,aerial,2,2
13572,stockpiles,2,2
13573,harboring,2,2
13574,nuisance,2,2
13575,refuels,2,2
13576,regos,2,2
13577,successive,2,2
13578,negotiating,2,2
13579,monuments,2,2
13580,computed,2,2
13581,transportable,2,2
13582,homeostasis,2,2
13583,iatf,2,2
13584,repackaging,2,2
13585,fpo,2,2
13586,overhauling,2,2
13587,affordably,2,2
13588,compelled,2,2
13589,depicts,2,2
13590,soldering,2,2
13591,mateo,2,2
13592,refreshments,2,2
13593,asheville,2,2
13594,blocking,2,2
13595,pupils,2,2
13596,warms,2,2
13597,garbage,2,2
13598,evaporated,2,2
13599,minas,2,2
13600,setters,2,2
13601,strived,2,2
13602,paraná,2,2
13603,talked,2,2
13604,intakes,2,2
13605,ethernet,2,2
13606,vigorously,2,2
13607,kirsten,2,2
13608,tear,2,2
13609,amcham,2,2
13610,throws,2,2
13611,breonna,2,2
13612,beekeeping,2,2
13613,interconnects,2,2
13614,parliamentary,2,2
13615,credentialing,2,2
13616,brownfields,2,2
13617,tsunamis,2,2
13618,bathrooms,2,2
13619,nourishes,2,2
13620,rocket,2,2
13621,ftes,2,2
13622,budgeting,2,2
13623,plume,2,2
13624,magnesium,2,2
13625,substrates,2,2
13626,snowpack,2,2
13627,newspaper,2,2
13628,trackable,2,2
13629,attorneys,2,2
13630,reworking,2,2
13631,artificially,2,2
13632,praised,2,2
13633,backhauling,2,2
13634,supercritical,2,2
13635,externalities,2,2
13636,establishments,2,2
13637,manifests,2,2
13638,salons,2,2
13639,testbed,2,2
13640,squarely,2,2
13641,archives,2,2
13642,subsets,2,2
13643,reground,2,2
13644,regrind,2,2
13645,microgrants,2,2
13646,économie,2,2
13647,rollovers,2,2
13648,remitted,2,2
13649,worried,2,2
13650,alternatively,2,2
13651,interchangeable,2,2
13652,dissolvable,2,2
13653,satisfies,2,2
13654,bakeries,2,2
13655,monetizing,2,2
13656,mason,2,2
13657,goonj,2,2
13658,jeopardized,2,2
13659,fruition,2,2
13660,zurich,2,2
13661,liechtenstein,2,2
13662,juggling,2,2
13663,entrances,2,2
13664,permeates,2,2
13665,disinfectant,2,2
13666,shadowing,2,2
13667,gujarat,2,2
13668,pizza,2,2
13669,brightening,2,2
13670,specialization,2,2
13671,locality,2,2
13672,geology,2,2
13673,ensuing,2,2
13674,santos,2,2
13675,advised,2,2
13676,intently,2,2
13677,downgauging,2,2
13678,enactment,2,2
13679,incurring,2,2
13680,exacerbation,2,2
13681,prudently,2,2
13682,imperial,2,2
13683,catastrophes,2,2
13684,enacting,2,2
13685,mailing,2,2
13686,comunidades,2,2
13687,unidas,2,2
13688,wheelchairs,2,2
13689,customizable,2,2
13690,influx,2,2
13691,discriminated,2,2
13692,medallion,2,2
13693,sentencing,2,2
13694,rescues,2,2
13695,wildflowers,2,2
13696,greenery,2,2
13697,copernicus,2,2
13698,soul,2,2
13699,waterside,2,2
13700,specificity,2,2
13701,racialized,2,2
13702,sleeves,2,2
13703,runways,2,2
13704,disconnected,2,2
13705,ombuds,2,2
13706,interfaces,2,2
13707,aroma,2,2
13708,businesspeople,2,2
13709,ottawa,2,2
13710,whiteboards,2,2
13711,strictest,2,2
13712,dads,2,2
13713,extruding,2,2
13714,diminished,2,2
13715,quizzes,2,2
13716,motto,2,2
13717,reckoning,2,2
13718,attempting,2,2
13719,critics,2,2
13720,monoclonal,2,2
13721,undergrounding,2,2
13722,revitalized,2,2
13723,sounds,2,2
13724,pulls,2,2
13725,stimulates,2,2
13726,microorganisms,2,2
13727,cheap,2,2
13728,impeded,2,2
13729,masterclasses,2,2
13730,spinners,2,2
13731,celebrity,2,2
13732,horizontal,2,2
13733,refueled,2,2
13734,waiver,2,2
13735,ceilings,2,2
13736,tendency,2,2
13737,warmth,2,2
13738,atrocities,2,2
13739,disseminating,2,2
13740,centralization,2,2
13741,enemy,2,2
13742,danone,2,2
13743,locales,2,2
13744,replanting,2,2
13745,wyoming,2,2
13746,akatu,2,2
13747,beautification,2,2
13748,carport,2,2
13749,durables,2,2
13750,overland,2,2
13751,patra,2,2
13752,dbe,2,2
13753,landscaped,2,2
13754,mrf,2,2
13755,substandard,2,2
13756,quarantining,2,2
13757,akshaya,2,2
13758,proliferate,2,2
13759,albeit,2,2
13760,kaizens,2,2
13761,conferring,2,2
13762,eradication,2,2
13763,pushes,2,2
13764,rendered,2,2
13765,sowing,2,2
13766,woodlands,2,2
13767,lawsuits,2,2
13768,quoted,2,2
13769,directory,2,2
13770,tsay,2,2
13771,arithmetic,2,2
13772,fights,2,2
13773,missteps,2,2
13774,wisely,2,2
13775,longview,2,2
13776,spreader,2,2
13777,lavender,2,2
13778,cataloging,2,2
13779,recharging,2,2
13780,turmoil,2,2
13781,baghouse,2,2
13782,sulfer,2,2
13783,wcag,2,2
13784,sandblasting,2,2
13785,expeditiously,2,2
13786,frankfurt,2,2
13787,bottled,2,2
13788,whys,2,2
13789,fastener,2,2
13790,sharpens,2,2
13791,convener,2,2
13792,tubing,2,2
13793,restrained,2,2
13794,unreasonable,2,2
13795,kyrgyzstan,2,2
13796,chef,2,2
13797,stratospheric,2,2
13798,wheeled,2,2
13799,reacts,2,2
13800,visualized,2,2
13801,installs,2,2
13802,tricky,2,2
13803,baylor,2,2
13804,threads,2,2
13805,commonality,2,2
13806,electrostatic,2,2
13807,malware,2,2
13808,attachment,2,2
13809,interpol,2,2
13810,rcd,2,2
13811,drivetrains,2,2
13812,interweave,2,2
13813,uncommon,2,2
13814,ideation,2,2
13815,legalization,2,2
13816,brexit,2,2
13817,ieee,2,2
13818,truthfully,2,2
13819,reevaluate,2,2
13820,tracers,2,2
13821,canpack,2,2
13822,scripps,2,2
13823,devising,2,2
13824,adhered,2,2
13825,jamaica,2,2
13826,hopefully,2,2
13827,tokenization,2,2
13828,thinks,2,2
13829,microbes,2,2
13830,brightness,2,2
13831,bonnie,2,2
13832,nonproﬁ,2,2
13833,subtle,2,2
13834,dosage,2,2
13835,perpetuity,2,2
13836,kickoff,2,2
13837,regionalized,2,2
13838,socializing,2,2
13839,stirrers,2,2
13840,improvisation,2,2
13841,viejo,2,2
13842,indefinite,2,2
13843,jax,2,2
13844,excretion,2,2
13845,counselling,2,2
13846,scavenger,2,2
13847,baling,2,2
13848,recommitted,2,2
13849,arose,2,2
13850,awesome,2,2
13851,excavation,2,2
13852,laddering,2,2
13853,adgp,2,2
13854,abandoned,2,2
13855,cracks,2,2
13856,nozzle,2,2
13857,convoy,2,2
13858,pulled,2,2
13859,midsize,2,2
13860,overhauls,2,2
13861,jaguars,2,2
13862,conﬁ,2,2
13863,railcars,2,2
13864,shovel,2,2
13865,salvaged,2,2
13866,predators,2,2
13867,boundaryless,2,2
13868,inactive,2,2
13869,apprised,2,2
13870,webpages,2,2
13871,methylene,2,2
13872,incorrectly,2,2
13873,storefronts,2,2
13874,perfluorooctanoic,2,2
13875,compels,2,2
13876,nudges,2,2
13877,tillage,2,2
13878,presenters,2,2
13879,treatable,2,2
13880,orchestrated,2,2
13881,procter,2,2
13882,gamble,2,2
13883,debilitating,2,2
13884,ldpe,2,2
13885,equations,2,2
13886,requisitions,2,2
13887,financiers,2,2
13888,survivorship,2,2
13889,weakening,2,2
13890,nacme,2,2
13891,coastlines,2,2
13892,endorsements,2,2
13893,administrations,2,2
13894,yelekçi,2,2
13895,coveralls,2,2
13896,costing,2,2
13897,surrogate,2,2
13898,midday,2,2
13899,leitzell,2,2
13900,greenblue,2,2
13901,electioneering,2,2
13902,toxics,2,2
13903,caud,2,2
13904,goldfarb,2,2
13905,wills,2,2
13906,navigates,2,2
13907,consequential,2,2
13908,sussex,2,2
13909,ambulances,2,2
13910,creeks,2,2
13911,preemptively,2,2
13912,impoundments,2,2
13913,classmates,2,2
13914,reassessments,2,2
13915,rented,2,2
13916,harbors,2,2
13917,exhibitions,2,2
13918,segmented,2,2
13919,gifting,2,2
13920,argonne,2,2
13921,liheap,2,2
13922,luggage,2,2
13923,subcontinent,2,2
13924,multiday,2,2
13925,confronts,2,2
13926,violators,2,2
13927,auditable,2,2
13928,instituting,2,2
13929,milliliters,2,2
13930,vsa,2,2
13931,orchestrating,2,2
13932,fluctuates,2,2
13933,yearlong,2,2
13934,embodying,2,2
13935,comforts,2,2
13936,demystify,2,2
13937,turner,2,2
13938,quieter,2,2
13939,movies,2,2
13940,kelp,2,2
13941,maverick,2,2
13942,subgroups,2,2
13943,nonjudgmental,2,2
13944,musical,2,2
13945,pockets,2,2
13946,silas,2,2
13947,useable,2,2
13948,prussia,2,2
13949,hyperlocal,2,2
13950,enormously,2,2
13951,alleviation,2,2
13952,riverside,2,2
13953,beaumont,2,2
13954,alleviated,2,2
13955,allergens,2,2
13956,fractionation,2,2
13957,uniformly,2,2
13958,ineligible,2,2
13959,characters,2,2
13960,retrofitted,2,2
13961,bubbles,2,2
13962,motivational,2,2
13963,earmarked,2,2
13964,postsecondary,2,2
13965,referenda,2,2
13966,pathfinder,2,2
13967,jackets,2,2
13968,budapest,2,2
13969,blender,2,2
13970,parish,2,2
13971,geopolitics,2,2
13972,sumare,2,2
13973,sodas,2,2
13974,staples,2,2
13975,cercla,2,2
13976,shedding,2,2
13977,bankers,2,2
13978,modifying,2,2
13979,downgrade,2,2
13980,brewer,2,2
13981,safee,2,1
13982,ladau,2,1
13983,carbone,2,1
13984,merchandisers,2,1
13985,pancreatic,2,1
13986,ccgts,2,1
13987,converseunited,2,1
13988,aquaponics,2,1
13989,accessabilities,2,1
13990,niño,2,1
13991,bounty,2,1
13992,railroading,2,1
13993,intimidate,2,1
13994,hemocue,2,1
13995,huerta,2,1
13996,mesothelioma,2,1
13997,psr,2,1
13998,oppression,2,1
13999,prisma,2,1
14000,refinish,2,1
14001,slug,2,1
14002,exhaustion,2,1
14003,demystifying,2,1
14004,istodax,2,1
14005,metrices,2,1
14006,specifiers,2,1
14007,polymerization,2,1
14008,laakdal,2,1
14009,validations,2,1
14010,technicality,2,1
14011,axios,2,1
14012,paintcare,2,1
14013,efciency,2,1
14014,klein,2,1
14015,concertation,2,1
14016,kaposi,2,1
14017,mecklenburg,2,1
14018,tlc,2,1
14019,amvets,2,1
14020,painters,2,1
14021,lerf,2,1
14022,jwg,2,1
14023,redundant,2,1
14024,chvs,2,1
14025,litterati,2,1
14026,sarcoma,2,1
14027,bugasera,2,1
14028,multidimensional,2,1
14029,walton,2,1
14030,suppliergateway,2,1
14031,flexbatch,2,1
14032,noncommercial,2,1
14033,xdts,2,1
14034,converges,2,1
14035,perspectivity,2,1
14036,resiliente,2,1
14037,idemoto,2,1
14038,rubella,2,1
14039,staphylococcus,2,1
14040,delights,2,1
14041,ratawi,2,1
14042,painted,2,1
14043,garnet,2,1
14044,plexo,2,1
14045,emart,2,1
14046,ifao,2,1
14047,razor,2,1
14048,fruto,2,1
14049,myelc,2,1
14050,altfeld,2,1
14051,gip,2,1
14052,redcard,2,1
14053,fater,2,1
14054,tianneng,2,1
14055,alix,2,1
14056,redmond,2,1
14057,overestimated,2,1
14058,refills,2,1
14059,watereuse,2,1
14060,fragility,2,1
14061,dryness,2,1
14062,reintegration,2,1
14063,garyville,2,1
14064,stripes,2,1
14065,signiﬁcant,2,1
14066,inactions,2,1
14067,salmonella,2,1
14068,sakazakii,2,1
14069,cronobacter,2,1
14070,amino,2,1
14071,brasileira,2,1
14072,agglomerations,2,1
14073,chf,2,1
14074,hazwaste,2,1
14075,deactivation,2,1
14076,referendums,2,1
14077,decontaminating,2,1
14078,certifiedtm,2,1
14079,justification,2,1
14080,colloidal,2,1
14081,iosh,2,1
14082,unsellables,2,1
14083,consolive,2,1
14084,wuhan,2,1
14085,broom,2,1
14086,bioenergies,2,1
14087,associação,2,1
14088,svop,2,1
14089,ebike,2,1
14090,hpv,2,1
14091,millers,2,1
14092,plaf,2,1
14093,emd,2,1
14094,bluebook,2,1
14095,pmpkl,2,1
14096,plaintiffs,2,1
14097,gardasil,2,1
14098,muralnet,2,1
14099,noninterventional,2,1
14100,wields,2,1
14101,immersions,2,1
14102,conceal,2,1
14103,vbh,2,1
14104,pluvio,2,1
14105,cabozantinibª,2,1
14106,aquarius,2,1
14107,secondees,2,1
14108,ifrc,2,1
14109,violative,2,1
14110,ecochallenges,2,1
14111,laetus,2,1
14112,trasartm,2,1
14113,izcalli,2,1
14114,bempegaldesleukinª,2,1
14115,marktheidenfeld,2,1
14116,cuautitlán,2,1
14117,videojet,2,1
14118,relatlimabª,2,1
14119,tlp,2,1
14120,acg,2,1
14121,sunrun,2,1
14122,nbmbaa,2,1
14123,akashi,2,1
14124,partage,2,1
14125,esko,2,1
14126,goodweave,2,1
14127,dmsca,2,1
14128,handwoven,2,1
14129,tietê,2,1
14130,glioblastoma,2,1
14131,cumbres,2,1
14132,fetal,2,1
14133,biobanking,2,1
14134,jellies,2,1
14135,hueneme,2,1
14136,metabolomics,2,1
14137,yogurts,2,1
14138,kerala,2,1
14139,downcycled,2,1
14140,incinerations,2,1
14141,wageningen,2,1
14142,sépia,2,1
14143,humana,2,1
14144,yarns,2,1
14145,cleanenergy,2,1
14146,registrant,2,1
14147,oncologists,2,1
14148,outsoles,2,1
14149,biotechnological,2,1
14150,malted,2,1
14151,multiples,2,1
14152,microalgae,2,1
14153,sorghum,2,1
14154,schomburg,2,1
14155,cvmsdc,2,1
14156,pediatrics,2,1
14157,annotation,2,1
14158,signaled,2,1
14159,sustainx,2,1
14160,tastepoint,2,1
14161,wisse,2,1
14162,carrageenan,2,1
14163,tsx,2,1
14164,linau,2,1
14165,kadangode,2,1
14166,stabilizers,2,1
14167,synergistic,2,1
14168,technip,2,1
14169,domtar,2,1
14170,flyknit,2,1
14171,sensitized,2,1
14172,remobilized,2,1
14173,uncoupling,2,1
14174,python,2,1
14175,sungai,2,1
14176,limitless,2,1
14177,hysetco,2,1
14178,praising,2,1
14179,agriprove,2,1
14180,phylon,2,1
14181,tacops,2,1
14182,capsules,2,1
14183,compid,2,1
14184,slashing,2,1
14185,unitid,2,1
14186,gorges,2,1
14187,sequenced,2,1
14188,cefga,2,1
14189,icof,2,1
14190,arcelormittal,2,1
14191,specialties,2,1
14192,jammu,2,1
14193,asnf,2,1
14194,shoeboxes,2,1
14195,coopersville,2,1
14196,motorway,2,1
14197,reloadable,2,1
14198,kinabalu,2,1
14199,preplanning,2,1
14200,blackcurrant,2,1
14201,bainbridge,2,1
14202,taungya,2,1
14203,sinopec,2,1
14204,murcia,2,1
14205,freepoint,2,1
14206,jefferson,2,1
14207,perfumery,2,1
14208,swallowed,2,1
14209,omnium,2,1
14210,inherited,2,1
14211,pouyanné,2,1
14212,borealis,2,1
14213,thqse,2,1
14214,lecithin,2,1
14215,gasunie,2,1
14216,sirena,2,1
14217,ymca,2,1
14218,cystic,2,1
14219,glidepath,2,1
14220,uniper,2,1
14221,tacoil,2,1
14222,regasification,2,1
14223,unequally,2,1
14224,idbs,2,1
14225,francs,2,1
14226,leisure,2,1
14227,bunkering,2,1
14228,efavirenz,2,1
14229,nrc,2,1
14230,vvm,2,1
14231,sepia,2,1
14232,boundless,2,1
14233,wearecisco,2,1
14234,cameron,2,1
14235,ndtf,2,1
14236,mascaro,2,1
14237,mechanix,2,1
14238,statesville,2,1
14239,lovewhereyouwork,2,1
14240,mondelez,2,1
14241,brodziszewo,2,1
14242,elkhart,2,1
14243,garages,2,1
14244,vosicky,2,1
14245,puller,2,1
14246,genomics,2,1
14247,garland,2,1
14248,pail,2,1
14249,flexfactory,2,1
14250,bioproduction,2,1
14251,dtss,2,1
14252,idiopathic,2,1
14253,bhap,2,1
14254,bionaphtha,2,1
14255,ndjsg,2,1
14256,seelaus,2,1
14257,hijabs,2,1
14258,valspar,2,1
14259,erratic,2,1
14260,kerrii,2,1
14261,disenfranchised,2,1
14262,issuances,2,1
14263,issara,2,1
14264,gelatin,2,1
14265,jussy,2,1
14266,gensenta,2,1
14267,goodtm,2,1
14268,clyburn,2,1
14269,borrowings,2,1
14270,provisional,2,1
14271,inextricable,2,1
14272,favourites,2,1
14273,woolery,2,1
14274,verifiedtm,2,1
14275,magnogrip,2,1
14276,biotrade,2,1
14277,perfumes,2,1
14278,christelle,2,1
14279,contours,2,1
14280,curitiba,2,1
14281,fallingbostel,2,1
14282,mimos,2,1
14283,redistributed,2,1
14284,intercropping,2,1
14285,timetoendbreastcancer,2,1
14286,ﬁlters,2,1
14287,heifer,2,1
14288,yvonne,2,1
14289,ncif,2,1
14290,pcf,2,1
14291,myfuture,2,1
14292,estes,2,1
14293,brownsville,2,1
14294,quickcoldpledge,2,1
14295,carling,2,1
14296,borrowed,2,1
14297,displacements,2,1
14298,cassell,2,1
14299,socialresponsibility,2,1
14300,coldwave,2,1
14301,spoilage,2,1
14302,flathead,2,1
14303,technischer,2,1
14304,fairphone,2,1
14305,ecodesign,2,1
14306,meerp,2,1
14307,flng,2,1
14308,universität,2,1
14309,fakes,2,1
14310,agyw,2,1
14311,technische,2,1
14312,umweltschutz,2,1
14313,molnupiravir,2,1
14314,gwlc,2,1
14315,uedctm,2,1
14316,importers,2,1
14317,fishchoice,2,1
14318,upcs,2,1
14319,porsche,2,1
14320,ntbep,2,1
14321,standardised,2,1
14322,suture,2,1
14323,alfred,2,1
14324,wlpt,2,1
14325,helminthiasis,2,1
14326,dqs,2,1
14327,serviced,2,1
14328,unincorporated,2,1
14329,cisq,2,1
14330,fishsource,2,1
14331,sirturo,2,1
14332,hickey,2,1
14333,ecdc,2,1
14334,ipod,2,1
14335,arsenic,2,1
14336,bfrs,2,1
14337,gydan,2,1
14338,shales,2,1
14339,peaked,2,1
14340,atmi,2,1
14341,homologous,2,1
14342,designates,2,1
14343,hmrc,2,1
14344,archaeological,2,1
14345,greenscreen,2,1
14346,ptas,2,1
14347,kalangala,2,1
14348,veei,2,1
14349,churchill,2,1
14350,subtotals,2,1
14351,lshtm,2,1
14352,electrofuels,2,1
14353,ecoatm,2,1
14354,powdered,2,1
14355,claudia,2,1
14356,aldp,2,1
14357,nhs,2,1
14358,mdat,2,1
14359,gigafactories,2,1
14360,nsts,2,1
14361,zooniverse,2,1
14362,openaq,2,1
14363,berardi,2,1
14364,wolbachia,2,1
14365,weps,2,1
14366,beerse,2,1
14367,mneesha,2,1
14368,microlumen,2,1
14369,solarcity,2,1
14370,bronchoscopes,2,1
14371,sterilmed,2,1
14372,diginexlumen,2,1
14373,dismissals,2,1
14374,robyn,2,1
14375,denholm,2,1
14376,amending,2,1
14377,overstocked,2,1
14378,svns,2,1
14379,mops,2,1
14380,ehrenpreis,2,1
14381,murdoch,2,1
14382,kimbal,2,1
14383,nahata,2,1
14384,floorspace,2,1
14385,rejections,2,1
14386,sporadic,2,1
14387,tignor,2,1
14388,pidcock,2,1
14389,shukla,2,1
14390,skea,2,1
14391,pörtner,2,1
14392,walkers,2,1
14393,cemex,2,1
14394,hottest,2,1
14395,mgp,2,1
14396,lighthouses,2,1
14397,surrounded,2,1
14398,chairperson,2,1
14399,reeve,2,1
14400,multipliers,2,1
14401,gfw,2,1
14402,zenimax,2,1
14403,zwia,2,1
14404,powerwalls,2,1
14405,multitenant,2,1
14406,hhs,2,1
14407,etravirine,2,1
14408,crbs,2,1
14409,hbgi,2,1
14410,plenty,2,1
14411,holmusk,2,1
14412,romeo,2,1
14413,skepticism,2,1
14414,shredders,2,1
14415,reorganisation,2,1
14416,seascapes,2,1
14417,fpos,2,1
14418,sluiskil,2,1
14419,murrin,2,1
14420,trichogramma,2,1
14421,mssi,2,1
14422,hrwg,2,1
14423,immunological,2,1
14424,alianza,2,1
14425,carvykti,2,1
14426,glencore,2,1
14427,realising,2,1
14428,hvc,2,1
14429,decarbonised,2,1
14430,zoonotic,2,1
14431,inserted,2,1
14432,semifinished,2,1
14433,phacoemulsification,2,1
14434,utilisation,2,1
14435,infiniti,2,1
14436,rybrevant,2,1
14437,biocomponents,2,1
14438,multifocal,2,1
14439,cngr,2,1
14440,tecnis,2,1
14441,menziuso,2,1
14442,imec,2,1
14443,psychosis,2,1
14444,terawatts,2,1
14445,orthospin,2,1
14446,joshi,2,1
14447,bronchoscopy,2,1
14448,coasts,2,1
14449,syntheses,2,1
14450,blackheads,2,1
14451,complexland,2,1
14452,veloz,2,1
14453,electrophysiology,2,1
14454,moerdijk,2,1
14455,justine,2,1
14456,rheinland,2,1
14457,mangum,2,1
14458,fixation,2,1
14459,gangarri,2,1
14460,anticoagulants,2,1
14461,premiere,2,1
14462,extraintestinal,2,1
14463,pathogenic,2,1
14464,ubitricity,2,1
14465,behance,2,1
14466,coenshexicon,2,1
14467,munmubaram,2,1
14468,bsa,2,1
14469,serotypes,2,1
14470,pottendijk,2,1
14471,workfront,2,1
14472,cellscope,2,1
14473,storytellers,2,1
14474,creatives,2,1
14475,sphera,2,1
14476,rendle,2,1
14477,personalization,2,1
14478,swanson,2,1
14479,australasian,2,1
14480,aeb,2,1
14481,carepath,2,1
14482,maths,2,1
14483,catholic,2,1
14484,reinsurers,2,1
14485,impersonation,2,1
14486,scotford,2,1
14487,triggers,2,1
14488,cnp,2,1
14489,macos,2,1
14490,arrhythmia,2,1
14491,obsessed,2,1
14492,misapplication,2,1
14493,mvabea,2,1
14494,sticker,2,1
14495,zabdeno,2,1
14496,caddesi,2,1
14497,bağdat,2,1
14498,restorations,2,1
14499,safaricom,2,1
14500,rpfs,2,1
14501,tremfya,2,1
14502,pwd,2,1
14503,hardcopy,2,1
14504,healthevoices,2,1
14505,beurden,2,1
14506,sneed,2,1
14507,angular,2,1
14508,lundgren,2,1
14509,transboundary,2,1
14510,wellheads,2,1
14511,pharmacopoeia,2,1
14512,fromnewactivities,2,1
14513,rahway,2,1
14514,scrappage,2,1
14515,tweet,2,1
14516,nontobacco,2,1
14517,hemorrhagic,2,1
14518,lfp,2,1
14519,cathodes,2,1
14520,marketside,2,1
14521,compendium,2,1
14522,sakowin,2,1
14523,oceti,2,1
14524,gerberding,2,1
14525,andrecycling,2,1
14526,aasp,2,1
14527,kindle,2,1
14528,levies,2,1
14529,bloodstream,2,1
14530,bankmycell,2,1
14531,nrt,2,1
14532,prongs,2,1
14533,quaker,2,1
14534,sermetel,2,1
14535,poyang,2,1
14536,antenatal,2,1
14537,suckercide,2,1
14538,tanzanian,2,1
14539,icgm,2,1
14540,blackrock,2,1
14541,dafwc,2,1
14542,arteries,2,1
14543,wcs,2,1
14544,cavern,2,1
14545,waukegan,2,1
14546,mechanized,2,1
14547,biokleen,2,1
14548,deutscher,2,1
14549,cga,2,1
14550,ncus,2,1
14551,oevel,2,1
14552,abides,2,1
14553,tiktok,2,1
14554,bascs,2,1
14555,aimbe,2,1
14556,gamers,2,1
14557,transplanters,2,1
14558,minecraft,2,1
14559,neonics,2,1
14560,mojang,2,1
14561,propylparaben,2,1
14562,butylparaben,2,1
14563,cultivators,2,1
14564,panbio,2,1
14565,coliba,2,1
14566,leuven,2,1
14567,jmp,2,1
14568,epcs,2,1
14569,incommunities,2,1
14570,pwltp,2,1
14571,hvtn,2,1
14572,fumie,2,1
14573,dietetics,2,1
14574,presidency,2,1
14575,energetics,2,1
14576,doac,2,1
14577,anticoagulant,2,1
14578,espacio,2,1
14579,trialists,2,1
14580,downlight,2,1
14581,backlog,2,1
14582,herzliya,2,1
14583,concussion,2,1
14584,targetcitizens,2,1
14585,confectionery,2,1
14586,reversing,2,1
14587,maize,2,1
14588,legislature,2,1
14589,naomi,2,1
14590,ltop,2,1
14591,dispositioning,2,1
14592,birthed,2,1
14593,overturned,2,1
14594,dispositioned,2,1
14595,carbonplan,2,1
14596,carbide,2,1
14597,ekpi,2,1
14598,swdc,2,1
14599,anchors,2,1
14600,putian,2,1
14601,housings,2,1
14602,aqueducttm,2,1
14603,triscuits,2,1
14604,polk,2,1
14605,croix,2,1
14606,pierce,2,1
14607,cgmps,2,1
14608,maven,2,1
14609,smwe,2,1
14610,untaught,2,1
14611,psqa,2,1
14612,ildp,2,1
14613,sustaincert,2,1
14614,lolo,2,1
14615,ceylon,2,1
14616,autogrid,2,1
14617,eversource,2,1
14618,earthshot,2,1
14619,rehydration,2,1
14620,bassett,2,1
14621,marawi,2,1
14622,peluso,2,1
14623,sequin,2,1
14624,internationalization,2,1
14625,chemischen,2,1
14626,verband,2,1
14627,xurya,2,1
14628,rhythm,2,1
14629,tsinghua,2,1
14630,apla,2,1
14631,wnba,2,1
14632,soccer,2,1
14633,eaps,2,1
14634,vasakronan,2,1
14635,sony,2,1
14636,icsb,2,1
14637,msacl,2,1
14638,rockstar,2,1
14639,janhvi,2,1
14640,defectives,2,1
14641,swisstabac,2,1
14642,kelechi,2,1
14643,inducing,2,1
14644,panorama,2,1
14645,generically,2,1
14646,tpis,2,1
14647,owls,2,1
14648,camouflage,2,1
14649,insets,2,1
14650,opioid,2,1
14651,ftfa,2,1
14652,yoda,2,1
14653,ssps,2,1
14654,laurent,2,1
14655,venlo,2,1
14656,discarding,2,1
14657,ifrl,2,1
14658,lactating,2,1
14659,gryphon,2,1
14660,pelf,2,1
14661,uslf,2,1
14662,repacking,2,1
14663,eindhoven,2,1
14664,unpacking,2,1
14665,wireline,2,1
14666,leasable,2,1
14667,woodruff,2,1
14668,multicategory,2,1
14669,sbv,2,1
14670,misreported,2,1
14671,saheli,2,1
14672,costumes,2,1
14673,delighting,2,1
14674,arguably,2,1
14675,broadhurst,2,1
14676,endorsers,2,1
